Year,State,Age Group (Years),State Rate,State Births
1/1/1996,West Virginia,15-19 years,50.5,3420
1/1/1996,Wisconsin,15-19 years,36.9,6965
1/1/1996,Wyoming,15-19 years,44.7,899
1/1/1997,Alabama,15-19 years,64.5,10461
1/1/1997,Alaska,15-19 years,49.3,1099
1/1/1997,Arizona,15-19 years,68.7,11035
1/1/1997,Arkansas,15-19 years,70.8,6835
1/1/1997,California,15-19 years,55.7,59955
1/1/1997,Colorado,15-19 years,49.3,6645
1/1/1997,Connecticut,15-19 years,35.1,3498
1/1/1997,Delaware,15-19 years,52.3,1343
1/1/1997,District of Columbia,15-19 years,67.1,1184
1/1/1997,Florida,15-19 years,55.8,25168
1/1/1997,Georgia,15-19 years,65.6,17847
1/1/1997,Hawaii,15-19 years,44.4,1733
1/1/1997,Idaho,15-19 years,43,2330
1/1/1997,Illinois,15-19 years,52.7,22201
1/1/1997,Indiana,15-19 years,52.8,11577
1/1/1997,Iowa,15-19 years,35.3,3888
1/1/1997,Kansas,15-19 years,48.4,4758
1/1/1997,Kentucky,15-19 years,59,8524
1/1/1997,Louisiana,15-19 years,65.9,11963
1/1/1997,Maine,15-19 years,32.3,1378
1/1/1997,Maryland,15-19 years,43.1,7002
1/1/1997,Massachusetts,15-19 years,30.4,5805
1/1/1997,Michigan,15-19 years,44.3,15383
1/1/1997,Minnesota,15-19 years,32.1,5583
1/1/1997,Mississippi,15-19 years,71.8,8307
1/1/1997,Missouri,15-19 years,51.1,10095
1/1/1997,Montana,15-19 years,38.2,1311
1/1/1997,Nebraska,15-19 years,37.4,2397
1/1/1997,Nevada,15-19 years,67.4,3559
1/1/1997,New Hampshire,15-19 years,28.2,1111
1/1/1997,New Jersey,15-19 years,34.8,8643
1/1/1997,New Mexico,15-19 years,67.8,4706
1/1/1997,New York,15-19 years,36.7,22197
1/1/1997,North Carolina,15-19 years,59.9,15032
1/1/1997,North Dakota,15-19 years,29.2,751
1/1/1997,Ohio,15-19 years,49.8,19894
1/1/1997,Oklahoma,15-19 years,63.7,8058
1/1/1997,Oregon,15-19 years,46.2,5356
1/1/1997,Pennsylvania,15-19 years,36.1,14691
1/1/1997,Rhode Island,15-19 years,38.3,1313
1/1/1997,South Carolina,15-19 years,58.8,8341
1/1/1997,South Dakota,15-19 years,40.6,1224
1/1/1997,Tennessee,15-19 years,62.4,11889
1/1/1997,Texas,15-19 years,71.2,52728
1/1/1997,Utah,15-19 years,41,4503
1/1/1997,Vermont,15-19 years,26.3,551
1/1/1997,Virginia,15-19 years,44,9850
1/1/1997,Washington,15-19 years,43,8421
1/1/1997,West Virginia,15-19 years,49.1,3268
1/1/1997,Wisconsin,15-19 years,35.8,6933
1/1/1997,Wyoming,15-19 years,43.9,896
1/1/1998,Alabama,15-19 years,63.9,10393
1/1/1998,Alaska,15-19 years,47.5,1101
1/1/1998,Arizona,15-19 years,68.8,11561
1/1/1998,Arkansas,15-19 years,68.7,6691
1/1/1998,California,15-19 years,52,58170
1/1/1998,Colorado,15-19 years,50.2,7060
1/1/1998,Connecticut,15-19 years,34.9,3555
1/1/1998,Delaware,15-19 years,50.6,1347
1/1/1998,District of Columbia,15-19 years,62,1133
1/1/1998,Florida,15-19 years,53.9,25228
1/1/1998,Georgia,15-19 years,64,17867
1/1/1998,Hawaii,15-19 years,47,1849
1/1/1998,Idaho,15-19 years,44.6,2457
1/1/1998,Illinois,15-19 years,51.8,22180
1/1/1998,Indiana,15-19 years,52.2,11570
1/1/1998,Iowa,15-19 years,34.9,3900
1/1/1998,Kansas,15-19 years,47.5,4805
1/1/1998,Kentucky,15-19 years,57.2,8250
1/1/1998,Louisiana,15-19 years,65.6,12033
1/1/1998,Maine,15-19 years,30.7,1326
1/1/1998,Maryland,15-19 years,42.6,7139
1/1/1998,Massachusetts,15-19 years,29.5,5823
1/1/1998,Michigan,15-19 years,43.5,15261
1/1/1998,Minnesota,15-19 years,30.9,5522
1/1/1998,Mississippi,15-19 years,71.4,8318
1/1/1998,Missouri,15-19 years,51,10281
1/1/1998,Montana,15-19 years,38,1316
1/1/1998,Nebraska,15-19 years,37.5,2451
1/1/1998,Nevada,15-19 years,65.6,3700
1/1/1998,New Hampshire,15-19 years,26.8,1094
1/1/1998,New Jersey,15-19 years,34.7,8708
1/1/1998,New Mexico,15-19 years,68.7,4865
1/1/1998,New York,15-19 years,36.4,22344
1/1/1998,North Carolina,15-19 years,59.8,15325
1/1/1998,North Dakota,15-19 years,29.7,775
1/1/1998,Ohio,15-19 years,48.5,19564
1/1/1998,Oklahoma,15-19 years,61.4,7954
1/1/1998,Oregon,15-19 years,47.1,5571
1/1/1998,Pennsylvania,15-19 years,35.9,14849
1/1/1998,Rhode Island,15-19 years,36.5,1293
1/1/1998,South Carolina,15-19 years,58.3,8391
1/1/1998,South Dakota,15-19 years,39.8,1214
1/1/1998,Tennessee,15-19 years,62.5,12046
1/1/1998,Texas,15-19 years,70.5,54004
1/1/1998,Utah,15-19 years,39.6,4389
1/1/1998,Vermont,15-19 years,23.8,514
1/1/1998,Virginia,15-19 years,43.4,9945
1/1/1998,Washington,15-19 years,42.4,8591
1/1/1998,West Virginia,15-19 years,49.6,3225
1/1/1998,Wisconsin,15-19 years,35.2,6941
1/1/1998,Wyoming,15-19 years,48.9,1006
1/1/1999,Alabama,15-19 years,60.9,9850
1/1/1999,Alaska,15-19 years,47.7,1123
1/1/1999,Arizona,15-19 years,68,11789
1/1/1999,Arkansas,15-19 years,66.1,6434
1/1/1999,California,15-19 years,49.1,56635
1/1/1999,Colorado,15-19 years,50,7251
1/1/1999,Connecticut,15-19 years,32.7,3386
1/1/1999,Delaware,15-19 years,50.7,1384
1/1/1999,District of Columbia,15-19 years,56,1076
1/1/1999,Florida,15-19 years,51.7,24912
1/1/1999,Georgia,15-19 years,63.5,18027
1/1/1999,Hawaii,15-19 years,45,1759
1/1/1999,Idaho,15-19 years,43.5,2396
1/1/1999,Illinois,15-19 years,49.7,21417
1/1/1999,Indiana,15-19 years,50.5,11189
1/1/1999,Iowa,15-19 years,35.4,3948
1/1/1999,Kansas,15-19 years,48.1,4920
1/1/1999,Kentucky,15-19 years,56.4,8045
1/1/1999,Louisiana,15-19 years,63,11538
1/1/1999,Maine,15-19 years,30.2,1313
1/1/1999,Maryland,15-19 years,42.2,7238
1/1/1999,Massachusetts,15-19 years,27.4,5524
1/1/1999,Michigan,15-19 years,41.4,14547
1/1/1999,Minnesota,15-19 years,30.3,5503
1/1/1999,Mississippi,15-19 years,70.9,8200
1/1/1999,Missouri,15-19 years,49.4,10006
1/1/1999,Montana,15-19 years,36,1249
1/1/1999,Nebraska,15-19 years,37.5,2470
1/1/1999,Nevada,15-19 years,63.9,3777
1/1/1999,New Hampshire,15-19 years,23.8,997
1/1/1999,New Jersey,15-19 years,32.8,8282
1/1/1999,New Mexico,15-19 years,66.8,4753
1/1/1999,New York,15-19 years,34.7,21489
1/1/1999,North Carolina,15-19 years,58,15049
1/1/1999,North Dakota,15-19 years,27,703
1/1/1999,Ohio,15-19 years,46.5,18710
1/1/1999,Oklahoma,15-19 years,60.1,7850
1/1/1999,Oregon,15-19 years,46.1,5492
1/1/1999,Pennsylvania,15-19 years,35.1,14604
1/1/1999,Rhode Island,15-19 years,33.5,1222
1/1/1999,South Carolina,15-19 years,58.5,8467
1/1/1999,South Dakota,15-19 years,38.5,1175
1/1/1999,Tennessee,15-19 years,60.8,11723
1/1/1999,Texas,15-19 years,69.6,54367
1/1/1999,Utah,15-19 years,38.8,4253
1/1/1999,Vermont,15-19 years,25,549
1/1/1999,Virginia,15-19 years,42.6,9935
1/1/1999,Washington,15-19 years,41,8441
1/1/1999,West Virginia,15-19 years,48.5,3044
1/1/1999,Wisconsin,15-19 years,36.3,7194
1/1/1999,Wyoming,15-19 years,41.4,845
1/1/2000,Alabama,15-19 years,60.7,9727
1/1/2000,Alaska,15-19 years,49,1162
1/1/2000,Arizona,15-19 years,67.9,12018
1/1/2000,Arkansas,15-19 years,66.2,6400
1/1/2000,California,15-19 years,47,55463
1/1/2000,Colorado,15-19 years,51.3,7550
1/1/2000,Connecticut,15-19 years,31.1,3277
1/1/2000,Delaware,15-19 years,48,1330
1/1/2000,District of Columbia,15-19 years,53.2,1057
1/1/2000,Florida,15-19 years,51.1,25166
1/1/2000,Georgia,15-19 years,62.8,17994
1/1/2000,Hawaii,15-19 years,46.1,1788
1/1/2000,Idaho,15-19 years,42.9,2349
1/1/2000,Illinois,15-19 years,48,20714
1/1/2000,Indiana,15-19 years,49.1,10846
1/1/2000,Iowa,15-19 years,34.2,3788
1/1/2000,Kansas,15-19 years,46.1,4706
1/1/2000,Kentucky,15-19 years,55.1,7775
1/1/2000,Louisiana,15-19 years,62.1,11269
1/1/2000,Maine,15-19 years,29.2,1273
1/1/2000,Maryland,15-19 years,41.3,7202
1/1/2000,Massachusetts,15-19 years,25.9,5308
1/1/2000,Michigan,15-19 years,40.2,14122
1/1/2000,Minnesota,15-19 years,30.1,5495
1/1/2000,Mississippi,15-19 years,70.1,8028
1/1/2000,Missouri,15-19 years,48.7,9852
1/1/2000,Montana,15-19 years,36.7,1268
1/1/2000,Nebraska,15-19 years,37.7,2477
1/1/2000,Nevada,15-19 years,63,3861
1/1/2000,New Hampshire,15-19 years,23.3,995
1/1/2000,New Jersey,15-19 years,31.8,8087
1/1/2000,New Mexico,15-19 years,65.6,4655
1/1/2000,New York,15-19 years,33.2,20783
1/1/2000,North Carolina,15-19 years,58.6,15353
1/1/2000,North Dakota,15-19 years,27.3,706
1/1/2000,Ohio,15-19 years,46,18455
1/1/2000,Oklahoma,15-19 years,59.7,7780
1/1/2000,Oregon,15-19 years,42.8,5094
1/1/2000,Pennsylvania,15-19 years,34,14177
1/1/2000,Rhode Island,15-19 years,33.6,1250
1/1/2000,South Carolina,15-19 years,58,8382
1/1/2000,South Dakota,15-19 years,38.1,1155
1/1/2000,Tennessee,15-19 years,59.5,11458
1/1/2000,Texas,15-19 years,68.9,54315
1/1/2000,Utah,15-19 years,38.3,4146
1/1/2000,Vermont,15-19 years,23.4,521
1/1/2000,Virginia,15-19 years,40.9,9630
1/1/2000,Washington,15-19 years,39.2,8127
1/1/2000,West Virginia,15-19 years,46.5,2839
1/1/2000,Wisconsin,15-19 years,35.2,6977
1/1/2000,Wyoming,15-19 years,41.7,840
1/1/2001,Alabama,15-19 years,55.7,8820
1/1/2001,Alaska,15-19 years,42.9,1056
1/1/2001,Arizona,15-19 years,65.3,11653
1/1/2001,Arkansas,15-19 years,62.7,5941
1/1/2001,California,15-19 years,44.5,53007
1/1/2001,Colorado,15-19 years,47,7169
1/1/2001,Connecticut,15-19 years,28.1,3081
1/1/2001,Delaware,15-19 years,45,1259
1/1/2001,District of Columbia,15-19 years,50.1,981
1/1/2001,Florida,15-19 years,48.1,24217
1/1/2001,Georgia,15-19 years,59.8,17279
1/1/2001,Hawaii,15-19 years,43.1,1672
1/1/2001,Idaho,15-19 years,40.1,2203
1/1/2001,Illinois,15-19 years,45.7,19758
1/1/2001,Indiana,15-19 years,45.8,10109
1/1/2001,Iowa,15-19 years,32.2,3574
1/1/2001,Kansas,15-19 years,43.4,4472
1/1/2001,Kentucky,15-19 years,51.5,7120
1/1/2001,Louisiana,15-19 years,58.2,10373
1/1/2001,Maine,15-19 years,27.2,1215
1/1/2001,Maryland,15-19 years,38,6756
1/1/2001,Massachusetts,15-19 years,23.8,4984
1/1/2001,Michigan,15-19 years,38.2,13457
1/1/2001,Minnesota,15-19 years,28,5240
1/1/2001,Mississippi,15-19 years,65.6,7340
1/1/2001,Missouri,15-19 years,46,9317
1/1/2001,Montana,15-19 years,35.6,1258
1/1/2001,Nebraska,15-19 years,35.8,2393
1/1/2001,Nevada,15-19 years,58.4,3677
1/1/2001,New Hampshire,15-19 years,20.7,914
1/1/2001,New Jersey,15-19 years,29.7,7693
1/1/2001,New Mexico,15-19 years,63.7,4529
1/1/2001,New York,15-19 years,31.8,20012
1/1/2001,North Carolina,15-19 years,53.7,14336
1/1/2001,North Dakota,15-19 years,25.3,673
1/1/2001,Ohio,15-19 years,42.8,17034
1/1/2001,Oklahoma,15-19 years,57.8,7476
1/1/2001,Oregon,15-19 years,40.4,4820
1/1/2001,Pennsylvania,15-19 years,32.3,13567
1/1/2001,Rhode Island,15-19 years,33,1236
1/1/2001,South Carolina,15-19 years,54.8,7901
1/1/2001,South Dakota,15-19 years,37.5,1148
1/1/2001,Tennessee,15-19 years,56.7,10838
1/1/2001,Texas,15-19 years,66,52782
1/1/2001,Utah,15-19 years,36.1,3884
1/1/2001,Vermont,15-19 years,22.6,524
1/1/2001,Virginia,15-19 years,39.1,9439
1/1/2001,Washington,15-19 years,35.9,7517
1/1/2001,West Virginia,15-19 years,45.3,2683
1/1/2001,Wisconsin,15-19 years,33.4,6775
1/1/2001,Wyoming,15-19 years,39.5,782
1/1/2002,Alabama,15-19 years,53.6,8427
1/1/2002,Alaska,15-19 years,42.4,1068
1/1/2002,Arizona,15-19 years,62.6,11363
1/1/2002,Arkansas,15-19 years,60.4,5681
1/1/2002,California,15-19 years,41.6,50222
1/1/2002,Colorado,15-19 years,46.9,7238
1/1/2002,Connecticut,15-19 years,25.7,2901
1/1/2002,Delaware,15-19 years,42.6,1209
1/1/2002,District of Columbia,15-19 years,47.3,937
1/1/2002,Florida,15-19 years,45.1,23181
1/1/2002,Georgia,15-19 years,55.6,16258
1/1/2002,Hawaii,15-19 years,39.7,1538
1/1/2002,Idaho,15-19 years,38,2080
1/1/2002,Illinois,15-19 years,42.2,18217
1/1/2002,Indiana,15-19 years,43.7,9594
1/1/2002,Iowa,15-19 years,31.1,3392
1/1/2002,Kansas,15-19 years,42.1,4321
1/1/2002,Kentucky,15-19 years,50.3,6899
1/1/2002,Louisiana,15-19 years,57.2,10056
1/1/2002,Maine,15-19 years,25.2,1139
1/1/2002,Maryland,15-19 years,35.9,6547
1/1/2002,Massachusetts,15-19 years,21.7,4643
1/1/2002,Michigan,15-19 years,34.6,12261
1/1/2002,Minnesota,15-19 years,27.2,5079
1/1/2002,Mississippi,15-19 years,63.5,6961
1/1/2002,Missouri,15-19 years,43.7,8835
1/1/2002,Montana,15-19 years,36.4,1266
1/1/2002,Nebraska,15-19 years,35.9,2394
1/1/2002,Nevada,15-19 years,56.7,3663
1/1/2002,New Hampshire,15-19 years,19.5,881
1/1/2002,New Jersey,15-19 years,27.8,7352
1/1/2002,New Mexico,15-19 years,63.1,4513
1/1/2002,New York,15-19 years,28.9,18394
1/1/2002,North Carolina,15-19 years,50.5,13756
1/1/2002,North Dakota,15-19 years,25,653
1/1/2002,Ohio,15-19 years,39.6,15698
1/1/2002,Oklahoma,15-19 years,57.7,7358
1/1/2002,Oregon,15-19 years,36.8,4411
1/1/2002,Pennsylvania,15-19 years,30.5,12961
1/1/2002,Rhode Island,15-19 years,31.3,1197
1/1/2002,South Carolina,15-19 years,50.8,7327
1/1/2002,South Dakota,15-19 years,37.6,1138
1/1/2002,Tennessee,15-19 years,53.9,10300
1/1/2002,Texas,15-19 years,64.6,52142
1/1/2002,Utah,15-19 years,33.8,3574
1/1/2002,Vermont,15-19 years,22.5,533
1/1/2002,Virginia,15-19 years,36.5,9030
1/1/2002,Washington,15-19 years,33.5,7035
1/1/2002,West Virginia,15-19 years,45.1,2630
1/1/2002,Wisconsin,15-19 years,31.7,6436
1/1/2002,Wyoming,15-19 years,41,804
1/1/2003,Alabama,15-19 years,51.4,8095
1/1/2003,Alaska,15-19 years,41.2,1051
1/1/2003,Arizona,15-19 years,61.9,11554
1/1/2003,Arkansas,15-19 years,59.3,5585
1/1/2003,California,15-19 years,40.1,49339
1/1/2003,Colorado,15-19 years,43.1,6700
1/1/2003,Connecticut,15-19 years,24.6,2840
1/1/2003,Delaware,15-19 years,41.6,1206
1/1/2003,District of Columbia,15-19 years,42.3,838
1/1/2003,Florida,15-19 years,43,22770
1/1/2003,Georgia,15-19 years,53.1,15864
1/1/2003,Hawaii,15-19 years,38.3,1502
1/1/2003,Idaho,15-19 years,38.3,2075
1/1/2003,Illinois,15-19 years,40.2,17405
1/1/2003,Indiana,15-19 years,42.6,9378
1/1/2003,Iowa,15-19 years,30.6,3296
1/1/2003,Kansas,15-19 years,40.3,4100
1/1/2003,Kentucky,15-19 years,49.2,6752
1/1/2003,Louisiana,15-19 years,54.8,9519
1/1/2003,Maine,15-19 years,24.9,1133
1/1/2003,Maryland,15-19 years,33.7,6274
1/1/2003,Massachusetts,15-19 years,21.3,4643
1/1/2003,Michigan,15-19 years,34.2,12223
1/1/2003,Minnesota,15-19 years,26.2,4898
1/1/2003,Mississippi,15-19 years,61.2,6625
1/1/2003,Missouri,15-19 years,42.8,8670
1/1/2003,Montana,15-19 years,34.8,1205
1/1/2003,Nebraska,15-19 years,34.9,2304
1/1/2003,Nevada,15-19 years,54.9,3723
1/1/2003,New Hampshire,15-19 years,18,825
1/1/2003,New Jersey,15-19 years,26.5,7141
1/1/2003,New Mexico,15-19 years,62.8,4524
1/1/2003,New York,15-19 years,27.3,17624
1/1/2003,North Carolina,15-19 years,47.2,13174
1/1/2003,North Dakota,15-19 years,24.7,626
1/1/2003,Ohio,15-19 years,39.2,15559
1/1/2003,Oklahoma,15-19 years,55.3,6989
1/1/2003,Oregon,15-19 years,34.2,4117
1/1/2003,Pennsylvania,15-19 years,30.1,12925
1/1/2003,Rhode Island,15-19 years,27.8,1077
1/1/2003,South Carolina,15-19 years,49.5,7247
1/1/2003,South Dakota,15-19 years,34.3,1027
1/1/2003,Tennessee,15-19 years,52.7,10198
1/1/2003,Texas,15-19 years,62.6,51091
1/1/2003,Utah,15-19 years,31.8,3307
1/1/2003,Vermont,15-19 years,17.8,419
1/1/2003,Virginia,15-19 years,35.2,8831
1/1/2003,Washington,15-19 years,31.8,6736
1/1/2003,West Virginia,15-19 years,44.2,2544
1/1/2003,Wisconsin,15-19 years,30.8,6234
1/1/2003,Wyoming,15-19 years,41.6,798
1/1/2004,Alabama,15-19 years,51,8126
1/1/2004,Alaska,15-19 years,41.7,1073
1/1/2004,Arizona,15-19 years,60.8,11738
1/1/2004,Arkansas,15-19 years,60.3,5716
1/1/2004,California,15-19 years,39.5,49751
1/1/2004,Colorado,15-19 years,43.3,6775
1/1/2004,Connecticut,15-19 years,24.4,2867
1/1/2004,Delaware,15-19 years,40,1181
1/1/2004,District of Columbia,15-19 years,43.5,863
1/1/2004,Florida,15-19 years,42.7,23407
1/1/2004,Georgia,15-19 years,52.7,16191
1/1/2004,Hawaii,15-19 years,36.4,1448
1/1/2004,Idaho,15-19 years,37.5,2050
1/1/2004,Illinois,15-19 years,40.1,17520
1/1/2004,Indiana,15-19 years,42.6,9478
1/1/2004,Iowa,15-19 years,30.1,3238
1/1/2004,Kansas,15-19 years,39.7,4013
1/1/2004,Kentucky,15-19 years,48.7,6702
1/1/2004,Louisiana,15-19 years,54.6,9453
1/1/2004,Maine,15-19 years,24.3,1109
1/1/2004,Maryland,15-19 years,32.7,6245
1/1/2004,Massachusetts,15-19 years,20.5,4559
1/1/2004,Michigan,15-19 years,33.9,12243
1/1/2004,Minnesota,15-19 years,26.3,4916
1/1/2004,Mississippi,15-19 years,60.1,6543
1/1/2004,Missouri,15-19 years,42.9,8754
1/1/2004,Montana,15-19 years,35.4,1218
1/1/2004,Nebraska,15-19 years,34.8,2265
1/1/2004,Nevada,15-19 years,52.9,3794
1/1/2004,New Hampshire,15-19 years,18.1,846
1/1/2004,New Jersey,15-19 years,25,6927
1/1/2004,New Mexico,15-19 years,60.6,4401
1/1/2004,New York,15-19 years,26.1,17051
1/1/2004,North Carolina,15-19 years,47.3,13567
1/1/2004,North Dakota,15-19 years,24.7,622
1/1/2004,Ohio,15-19 years,38.2,15291
1/1/2004,Oklahoma,15-19 years,54.4,6859
1/1/2004,Oregon,15-19 years,33.1,3999
1/1/2004,Pennsylvania,15-19 years,29.4,12791
1/1/2004,Rhode Island,15-19 years,29,1150
1/1/2004,South Carolina,15-19 years,49.8,7470
1/1/2004,South Dakota,15-19 years,37.8,1121
1/1/2004,Tennessee,15-19 years,51.1,10087
1/1/2004,Texas,15-19 years,62.1,51389
1/1/2004,Utah,15-19 years,30.9,3207
1/1/2004,Vermont,15-19 years,19.5,463
1/1/2004,Virginia,15-19 years,34.2,8776
1/1/2004,Washington,15-19 years,31.4,6733
1/1/2004,West Virginia,15-19 years,42.9,2471
1/1/2004,Wisconsin,15-19 years,29.7,5994
1/1/2004,Wyoming,15-19 years,42.8,811
1/1/2005,Alabama,15-19 years,48.1,7771
1/1/2005,Alaska,15-19 years,39.9,1038
1/1/2005,Arizona,15-19 years,58.7,11828
1/1/2005,Arkansas,15-19 years,58.6,5646
1/1/2005,California,15-19 years,38.7,50034
1/1/2005,Colorado,15-19 years,41.8,6646
1/1/2005,Connecticut,15-19 years,23.3,2813
1/1/2005,Delaware,15-19 years,40.1,1225
1/1/2005,District of Columbia,15-19 years,42.1,852
1/1/2005,Florida,15-19 years,42.3,24130
1/1/2005,Georgia,15-19 years,52,16548
1/1/2005,Hawaii,15-19 years,36.5,1480
1/1/2005,Idaho,15-19 years,36.4,2015
1/1/2005,Illinois,15-19 years,38.5,17041
1/1/2005,Indiana,15-19 years,42.1,9508
1/1/2005,Iowa,15-19 years,31.1,3330
1/1/2005,Kansas,15-19 years,40.1,4055
1/1/2005,Kentucky,15-19 years,48.1,6726
1/1/2005,Louisiana,15-19 years,47.3,8151
1/1/2005,Maine,15-19 years,24.4,1112
1/1/2005,Maryland,15-19 years,32.1,6282
1/1/2005,Massachusetts,15-19 years,20,4540
1/1/2005,Michigan,15-19 years,32.2,11809
1/1/2005,Minnesota,15-19 years,25.5,4780
1/1/2005,Mississippi,15-19 years,58.3,6411
1/1/2005,Missouri,15-19 years,41.7,8611
1/1/2005,Montana,15-19 years,34.5,1185
1/1/2005,Nebraska,15-19 years,33.1,2147
1/1/2005,Nevada,15-19 years,51.6,3921
1/1/2005,New Hampshire,15-19 years,18,850
1/1/2005,New Jersey,15-19 years,24.2,6874
1/1/2005,New Mexico,15-19 years,61.2,4471
1/1/2005,New York,15-19 years,25.7,17068
1/1/2005,North Carolina,15-19 years,47,13933
1/1/2005,North Dakota,15-19 years,27,661
1/1/2005,Ohio,15-19 years,38.3,15490
1/1/2005,Oklahoma,15-19 years,52.8,6685
1/1/2005,Oregon,15-19 years,32.7,4001
1/1/2005,Pennsylvania,15-19 years,29.2,12910
1/1/2005,Rhode Island,15-19 years,27.8,1117
1/1/2005,South Carolina,15-19 years,48.7,7478
1/1/2005,South Dakota,15-19 years,36.8,1082
1/1/2005,Tennessee,15-19 years,53.3,10785
1/1/2005,Texas,15-19 years,60.9,51180
1/1/2005,Utah,15-19 years,30.5,3181
1/1/2005,Vermont,15-19 years,17.4,412
1/1/2005,Virginia,15-19 years,33.6,8778
1/1/2005,Washington,15-19 years,31.1,6746
1/1/2005,West Virginia,15-19 years,42.2,2450
1/1/2005,Wisconsin,15-19 years,29.7,6011
1/1/2005,Wyoming,15-19 years,42.7,795
1/1/2006,Alabama,15-19 years,51.8,8537
1/1/2006,Alaska,15-19 years,41.8,1101
1/1/2006,Arizona,15-19 years,61.2,12824
1/1/2006,Arkansas,15-19 years,60.8,5946
1/1/2006,California,15-19 years,39.9,52800
1/1/2006,Colorado,15-19 years,41.9,6719
1/1/2006,Connecticut,15-19 years,23.5,2875
1/1/2006,Delaware,15-19 years,40.6,1263
1/1/2006,District of Columbia,15-19 years,48.1,999
1/1/2006,Florida,15-19 years,43.1,25384
1/1/2006,Georgia,15-19 years,53.7,17693
1/1/2006,Hawaii,15-19 years,39,1619
1/1/2006,Idaho,15-19 years,38.1,2140
1/1/2006,Illinois,15-19 years,39.8,17752
1/1/2006,Indiana,15-19 years,41.8,9549
1/1/2006,Iowa,15-19 years,32.6,3495
1/1/2006,Kansas,15-19 years,40.9,4109
1/1/2006,Kentucky,15-19 years,52.3,7412
1/1/2006,Louisiana,15-19 years,53.6,8628
1/1/2006,Maine,15-19 years,24.9,1133
1/1/2006,Maryland,15-19 years,33.7,6705
1/1/2006,Massachusetts,15-19 years,20.6,4724
1/1/2006,Michigan,15-19 years,33.2,12322
1/1/2006,Minnesota,15-19 years,27.3,5090
1/1/2006,Mississippi,15-19 years,67.2,7404
1/1/2006,Missouri,15-19 years,44.1,9183
1/1/2006,Montana,15-19 years,37.6,1283
1/1/2006,Nebraska,15-19 years,32.8,2112
1/1/2006,Nevada,15-19 years,53.4,4287
1/1/2006,New Hampshire,15-19 years,18.1,865
1/1/2006,New Jersey,15-19 years,24.8,7159
1/1/2006,New Mexico,15-19 years,62.7,4628
1/1/2006,New York,15-19 years,26,17442
1/1/2006,North Carolina,15-19 years,48.1,14701
1/1/2006,North Dakota,15-19 years,26.1,633
1/1/2006,Ohio,15-19 years,38.9,15872
1/1/2006,Oklahoma,15-19 years,56.6,7227
1/1/2006,Oregon,15-19 years,34.5,4285
1/1/2006,Pennsylvania,15-19 years,30.4,13599
1/1/2006,Rhode Island,15-19 years,27.5,1127
1/1/2006,South Carolina,15-19 years,52,8175
1/1/2006,South Dakota,15-19 years,38.7,1123
1/1/2006,Tennessee,15-19 years,52.1,10784
1/1/2006,Texas,15-19 years,61.6,53093
1/1/2006,Utah,15-19 years,33.3,3498
1/1/2006,Vermont,15-19 years,19.8,468
1/1/2006,Virginia,15-19 years,34.2,9105
1/1/2006,Washington,15-19 years,32.2,7110
1/1/2006,West Virginia,15-19 years,44.2,2589
1/1/2006,Wisconsin,15-19 years,29.9,6015
1/1/2006,Wyoming,15-19 years,46,850
1/1/2007,Alabama,15-19 years,52.1,8696
1/1/2007,Alaska,15-19 years,42.9,1117
1/1/2007,Arizona,15-19 years,59.6,12868
1/1/2007,Arkansas,15-19 years,60.1,5926
1/1/2007,California,15-19 years,39.6,53417
1/1/2007,Colorado,15-19 years,41.6,6737
1/1/2007,Connecticut,15-19 years,23,2837
1/1/2007,Delaware,15-19 years,39.2,1244
1/1/2007,District of Columbia,15-19 years,50.4,1053
1/1/2007,Florida,15-19 years,43,25693
1/1/2007,Georgia,15-19 years,53.4,18085
1/1/2007,Hawaii,15-19 years,38.7,1610
1/1/2007,Idaho,15-19 years,39.9,2257
1/1/2007,Illinois,15-19 years,40.2,18089
1/1/2007,Indiana,15-19 years,43,9948
1/1/2007,Iowa,15-19 years,32.8,3529
1/1/2007,Kansas,15-19 years,42.5,4271
1/1/2007,Kentucky,15-19 years,52.6,7547
1/1/2007,Louisiana,15-19 years,55.2,8974
1/1/2007,Maine,15-19 years,26,1172
1/1/2007,Maryland,15-19 years,34.3,6892
1/1/2007,Massachusetts,15-19 years,21.4,4949
1/1/2007,Michigan,15-19 years,33.5,12497
1/1/2007,Minnesota,15-19 years,27.9,5193
1/1/2007,Mississippi,15-19 years,70.1,7811
1/1/2007,Missouri,15-19 years,44,9244
1/1/2007,Montana,15-19 years,35.3,1200
1/1/2007,Nebraska,15-19 years,35.5,2280
1/1/2007,Nevada,15-19 years,51.7,4351
1/1/2007,New Hampshire,15-19 years,19.3,924
1/1/2007,New Jersey,15-19 years,24.9,7255
1/1/2007,New Mexico,15-19 years,63.9,4720
1/1/2007,New York,15-19 years,26,17621
1/1/2007,North Carolina,15-19 years,48,15079
1/1/2007,North Dakota,15-19 years,29.2,696
1/1/2007,Ohio,15-19 years,39.9,16362
1/1/2007,Oklahoma,15-19 years,58.5,7543
1/1/2007,Oregon,15-19 years,34.5,4343
1/1/2007,Pennsylvania,15-19 years,30.7,13841
1/1/2007,Rhode Island,15-19 years,29.2,1192
1/1/2007,South Carolina,15-19 years,51.9,8329
1/1/2007,South Dakota,15-19 years,41.3,1191
1/1/2007,Tennessee,15-19 years,53.4,11260
